# station_name,lon,lat
検見川浜,140.058888,35.637291
稲毛海岸,140.074034,35.629501
千葉みなと,140.10341,35.606172
酒々井,140.275271,35.731737
成田,140.313853,35.777796
空港第２ビル(第２旅客ターミナル),140.387871,35.773327
成田空港(第１旅客ターミナル),140.384644,35.763983
久住,140.338929,35.832232
滑河,140.347871,35.877079
下総神崎,140.410657,35.8948
大戸,140.457828,35.890004
佐原,140.494074,35.894522
香取,140.532367,35.897856
水郷,140.570181,35.885508
小見川,140.604587,35.849971
笹川,140.655716,35.839753
下総橘,140.702273,35.818673
下総豊里,140.721011,35.792899
椎柴,140.758875,35.765204
東我孫子,140.047754,35.868945
湖北,140.077959,35.867165
新木(千葉),140.107048,35.862352
布佐,140.13293,35.849371
木下,140.147954,35.838817
小林(千葉),140.193028,35.830783
安食,140.242051,35.835682
下総松崎,140.27749,35.807806
十二橋,140.545707,35.916984
潮来,140.549473,35.936904
延方,140.58875,35.958072
鹿島神宮,140.625676,35.970614
鹿島サッカースタジアム(臨),140.63606,35.992707
祇園(千葉),139.948111,35.391528
上総清川,139.965612,35.390981
東清川,139.985847,35.390017
横田,140.020138,35.386207
東横田,140.035995,35.386185
馬来田,140.058485,35.36681
下郡,140.055372,35.355018
小櫃,140.059794,35.328252
俵田,140.061386,35.314495
久留里,140.075613,35.295812
平山,140.064682,35.274312
上総松丘,140.064046,35.258226
上総亀山,140.089479,35.233153
福俵,140.341904,35.54617
東金,140.363743,35.560172
求名,140.39626,35.579947
与野,139.639085,35.884393
北浦和,139.645951,35.872053
蕨,139.690357,35.827959
西川口,139.704312,35.815514
川口,139.717472,35.801869
東十条,139.726858,35.763803
王子,139.73809,35.752538
上中里,139.745769,35.74728
大井町,139.73485,35.606257
大森(東京),139.728079,35.588903
蒲田,139.716032,35.562517
新子安,139.654776,35.487064
下野花岡,140.008606,36.649965
仁井田(栃木),140.029573,36.657271
鴻野山,140.051656,36.666495
大金,140.095656,36.656275
小塙,140.11656,36.643095
滝(栃木),140.138152,36.648558
烏山,140.15507,36.650455
渋川,139.008786,36.491251
金島(群馬),138.976421,36.529502
祖母島,138.957042,36.540729
小野上,138.922202,36.552524
小野上温泉,138.904882,36.556909
市城,138.882247,36.570685
中之条,138.850908,36.585541
群馬原町,138.824091,36.571694
郷原,138.801073,36.54876
矢倉,138.78428,36.552731
岩島,138.759873,36.563239
川原湯温泉,138.69715337772,36.545195045884
長野原草津口,138.64959,36.5465
群馬大津,138.628045,36.553792
羽根尾,138.605502,36.550164
袋倉,138.579141,36.543997
万座・鹿沢口,138.551395,36.531967
大前,138.528966,36.513696
北高崎,139.001076,36.338791
群馬八幡,138.957433,36.337641
安中,138.914368,36.331657
磯部(群馬),138.84965,36.298397
松井田,138.797705,36.309151
西松井田,138.786675,36.316067
横川(群馬),138.737926,36.336009
常陸青柳,140.484495,36.383582
常陸津田,140.482914,36.404171
後台,140.489899,36.423767
下菅谷,140.494021,36.435394
中菅谷,140.492626,36.445662
上菅谷,140.492659,36.455378
南酒出,140.498471,36.477361
額田(茨城),140.503462,36.485705
河合,140.517118,36.508241
谷河原,140.52502,36.519782
常陸太田,140.52777,36.531225
常陸鴻巣,140.467455,36.472414
瓜連,140.450438,36.497805
静,140.438103,36.506012
常陸大宮,140.412431,36.547554
玉川村,140.374334,36.579088
野上原,140.390127,36.605879
山方宿,140.401244,36.6246
中舟生,140.392242,36.645683
下小川,140.387021,36.668975
西金,140.386468,36.69548
上小川,140.378604,36.719216
袋田,140.379583,36.754718
常陸大子,140.350855,36.770657
下野宮,140.375282,36.815744
矢祭山,140.395278,36.84978
東館,140.423314,36.870264
南石井,140.416902,36.894625
磐城石井,140.415321,36.904516
磐城塙,140.41205,36.95862
近津,140.393699,37.000487
中豊,140.393253,37.022479
磐城棚倉,140.384423,37.035127
磐城浅川,140.414329,37.079787
里白石,140.416655,37.104195
磐城石川,140.443969,37.140635
野木沢,140.42097,37.175224
川辺沖,140.405723,37.192794
泉郷,140.405289,37.214494
川東(福島),140.40622,37.270119
小塩江,140.430246,37.295533
谷田川,140.431117,37.31372
磐城守山,140.406485,37.330776
小田林,139.85353,36.300775
結城,139.873028,36.298056
東結城,139.891485,36.296554
川島,139.916382,36.295918
玉戸,139.93845,36.298547
下館,139.97866,36.304197
新治,140.039076,36.328082
大和(茨城),140.073216,36.345567
岩瀬,140.108739,36.359377
羽黒(茨城),140.142947,36.355292
福原,140.187249,36.351507
稲田,140.21501,36.368903
笠間,140.246515,36.373056
宍戸,140.288243,36.344763
鶴田,139.858818,36.538319
鹿沼,139.762961,36.571222
文挟,139.727778,36.637716
下野大沢,139.732367,36.686427
今市,139.687348,36.720388
日光,139.62215,36.7474
高崎問屋町,139.017089,36.346097
井野(群馬),139.023247,36.357457
新前橋,139.046924,36.378936
前橋,139.072833,36.383399
前橋大島,139.109557,36.370585
駒形,139.139483,36.354145
伊勢崎,139.193704,36.326849
国定,139.242463,36.359018
岩宿,139.297058,36.395861
桐生,139.33319,36.41109
小俣(栃木),139.374416,36.37496
山前,139.411322,36.347369
足利,139.456295,36.331888
あしかがフラワーパーク,139.518611,36.315167
富田(栃木),139.52865,36.316209
佐野,139.578858,36.316668
岩舟,139.657955,36.326561
大平下,139.697264,36.344315
栃木,139.731037,36.371912
思川,139.781079,36.351044
群馬総社,139.032221,36.415574
八木原,139.019239,36.463738
敷島,139.033897,36.537636
津久田,139.042806,36.561063
岩本,139.047438,36.602184
沼田,139.035734,36.642513
後閑,139.000078,36.679547
上牧(群馬),138.984533,36.735616
水上,138.9688,36.778614
湯檜曽,138.986209,36.802683
土合,138.967959,36.830696
土樽,138.861446,36.875277
越後中里,138.84846,36.910398
岩原スキー場前,138.839438,36.924146
越後湯沢,138.809227,36.935799
石打,138.804221,36.988663
大沢(新潟),138.82131,37.02117
上越国際スキー場前,138.827973,37.028755
塩沢,138.848399,37.041463
六日町,138.875872,37.067065
五日町,138.908346,37.1199
浦佐,138.922798,37.167488
八色,138.934854,37.191747
越後堀之内,138.928003,37.23913
北堀之内,138.896372,37.25588
越後川口,138.861514,37.272983
小千谷,138.813233,37.309822
越後滝谷,138.834932,37.368724
宮内(新潟),138.840204,37.422223
長岡,138.853927,37.447787
甲斐小泉,138.359402,35.879533
甲斐大泉,138.409564,35.89624
清里,138.436589,35.919093
野辺山,138.474448,35.955289
信濃川上,138.527345,35.975939
佐久広瀬,138.519349,36.003724
佐久海ノ口,138.490807,36.021128
海尻,138.473536,36.041276
松原湖,138.470509,36.060995
小海,138.482806,36.08862
馬流,138.485963,36.101824
高岩(長野),138.477438,36.115711
八千穂,138.477345,36.133281
海瀬,138.485894,36.155743
羽黒下,138.489618,36.166411
青沼,138.489162,36.181259
臼田,138.488309,36.194013
龍岡城,138.490708,36.204184
太田部,138.4878,36.220307
中込,138.479389,36.23062
滑津,138.475003,36.238716
北中込,138.476661,36.254923
岩村田,138.4724,36.27446
佐久平,138.464367,36.277929
中佐都,138.453549,36.280856
美里,138.450177,36.292243
三岡,138.44846,36.30415
乙女,138.440527,36.311371
東小諸,138.432144,36.317057
小諸,138.422021,36.326337
富士,138.651225,35.151497
柚木(身延線),138.639157,35.157468
竪堀,138.645881,35.168075
入山瀬,138.647622,35.188276
富士根,138.63562,35.205251
源道寺,138.627057,35.214463
富士宮,138.614924,35.221409
西富士宮,138.602567,35.225456
沼久保,138.584283,35.199278
芝川,138.563845,35.197272
稲子,138.536892,35.230454
十島,138.515802,35.230153
井出,138.490989,35.247449
寄畑,138.474932,35.264832
内船,138.465068,35.282183
甲斐大島,138.45218,35.32817
身延,138.453021,35.361397
塩之沢,138.453887,35.379626
波高島,138.459747,35.418624
下部温泉,138.472359,35.425751
甲斐常葉,138.476975,35.444779
市ノ瀬,138.482154,35.462345
久那土,138.467391,35.48144
甲斐岩間,138.463057,35.492539
落居,138.471256,35.503612
鰍沢口,138.470916,35.541375
市川大門,138.493276,35.560451
市川本町,138.502028,35.560684
芦川,138.511241,35.563087
甲斐上野,138.520465,35.569592
東花輪,138.526935,35.594749
小井川,138.528523,35.604442
常永,138.532909,35.616877
国母,138.552113,35.630567
甲斐住吉,138.569892,35.63658
南甲府,138.577274,35.643496
善光寺,138.589278,35.65985
金手,138.578845,35.662264
篠ノ井,138.138046,36.5771
今井,138.145347,36.595732
川中島,138.150679,36.614167
安茂里,138.161791,36.630262
長野,138.189101,36.643307
直江津,138.242265,37.170251
黒井(新潟),138.267518,37.1837
犀潟,138.305154,37.210345
土底浜,138.324779,37.222719
潟町,138.339902,37.234135
上下浜,138.361569,37.252178
柿崎,138.385933,37.277732
米山,138.431266,37.316804
笠島,138.467221,37.335794
青海川,138.486169,37.346143
鯨波,138.517263,37.355828
柏崎,138.556303,37.363495
茨目,138.586714,37.356986
安田(新潟),138.612057,37.341155
北条,138.636954,37.338262
越後広田,138.661243,37.357354
長鳥,138.684063,37.366405
塚山,138.729829,37.355114
越後岩塚,138.756372,37.38629
来迎寺,138.783523,37.397136
前川,138.823865,37.401795
北長岡,138.86247,37.468768
押切,138.880988,37.50467
見附,138.904792,37.540094
帯織,138.92848,37.572975
東光寺,138.942956,37.593098
三条(新潟),138.960593,37.620962
東三条,138.973703,37.628491
保内,139.014608,37.639322
加茂(新潟),139.048959,37.658806
羽生田,139.060715,37.693613
田上,139.074599,37.719035
矢代田,139.095654,37.748863
古津,139.114252,37.7727
さつき野,139.117466,37.812731
荻川,139.111477,37.833307
亀田,139.108065,37.877154
越後石山,139.095429,37.896407
新潟,139.060869,37.912299
東新潟,139.108685,37.908773
大形,139.129272,37.915518
新崎,139.158558,37.922478
早通,139.178173,37.92109
豊栄,139.215347,37.919351
黒山,139.241177,37.937128
佐々木,139.270099,37.949716
西新発田,139.303474,37.942097
北長野,138.222534,36.665123
三才,138.244079,36.686674
豊野,138.274458,36.710642
信濃浅野,138.294784,36.722011
立ケ花,138.307057,36.731257
上今井,138.319478,36.753947
替佐,138.323385,36.768999
蓮,138.349026,36.80888
飯山,138.359335,36.847642
北飯山,138.363765,36.85883
信濃平,138.378479,36.884918
戸狩野沢温泉,138.392952,36.916673
上境,138.419151,36.937916
上桑名川,138.441204,36.962559
桑名川,138.458007,36.975882
西大滝,138.480872,36.979169
信濃白鳥,138.50302,36.983591
平滝,138.533723,36.986041
横倉(長野),138.55031,36.979875
森宮野原,138.57733,36.989447
足滝,138.603625,36.998958
越後田中,138.627058,37.005316
津南,138.639326,37.023503
越後鹿渡,138.671592,37.048054
越後田沢,138.694731,37.055387
越後水沢,138.718056,37.074324
土市,138.72951,37.097457
十日町,138.756188,37.134562
魚沼中条,138.772491,37.159467
下条,138.779989,37.198324
越後岩沢,138.797097,37.240753
内ケ巻,138.851833,37.250008
東柏崎,138.565802,37.373867
西中通,138.592651,37.392456
荒浜,138.601752,37.404699
刈羽,138.61955,37.430047
西山(新潟),138.64177,37.448375
礼拝,138.66392,37.459221
石地,138.688101,37.484132
小木ノ城,138.70402,37.515431
出雲崎,138.716291,37.531857
妙法寺(新潟),138.742037,37.566405
小島谷,138.771225,37.57455
桐原(新潟),138.792279,37.601553
寺泊,138.814519,37.620349
分水,138.839038,37.629032
粟生津,138.873484,37.653988
南吉田,138.870984,37.671999
吉田(新潟),138.878377,37.687111
北吉田,138.882209,37.702037
岩室,138.879881,37.721382
巻,138.889506,37.756753
越後曽根,138.911094,37.793544
越後赤塚,138.908201,37.816008
内野西が丘,138.926647,37.846355
内野,138.936615,37.85824
新潟大学前,138.95442,37.869178
寺尾,138.973742,37.879106
小針,138.991359,37.889591
青山(新潟),139.000813,37.898546
関屋(新潟),139.015087,37.906015
白山(新潟),139.029955,37.911829
松本,137.96445,36.230393
北松本,137.960983,36.236971
島内,137.944817,36.246991
島高松,137.931576,36.246322
梓橋,137.918027,36.250162
一日市場,137.904136,36.2596
中萱,137.903353,36.273434
南豊科,137.903457,36.291124
豊科,137.900896,36.299957
柏矢町,137.888349,36.322529
穂高,137.881869,36.33906
有明(長野),137.878236,36.359949
安曇追分,137.872736,36.371795
細野,137.865722,36.397107
北細野,137.862725,36.406439
信濃松川,137.858631,36.424456
安曇沓掛,137.854784,36.447795
信濃常盤,137.847148,36.467403
南大町,137.856269,36.491536
信濃大町,137.861674,36.50031
北大町,137.857913,36.517558
信濃木崎,137.846189,36.535643
稲尾,137.842575,36.554058
海ノ口,137.841824,36.565652
簗場,137.844724,36.594666
南神城,137.841551,36.637105
神城,137.846586,36.658287
飯森,137.85006,36.670563
白馬,137.863819,36.695922
信濃森上,137.871991,36.711132
白馬大池,137.885531,36.739918
千国,137.900895,36.763249
南小谷,137.908372,36.774604
中土,137.907879,36.80558
北小谷,137.906451,36.842567
平岩,137.86561,36.88688
小滝,137.85945,36.938155
根知,137.86711,36.966683
頸城大野,137.872447,37.006124
姫川(新潟),137.860914,37.020339
糸魚川,137.861311,37.043631
弥彦,138.831761,37.699161
矢作,138.851669,37.690649
西燕,138.909232,37.679819
燕,138.928419,37.667613
燕三条,138.939274,37.648824
北三条,138.956006,37.632702
名古屋,136.881637,35.170694
金山(愛知),136.900517,35.142928
鶴舞,136.917436,35.156416
千種,136.930665,35.170168
大曽根,136.937161,35.191508
新守山,136.951207,35.207283
勝川,136.956285,35.22982
春日井(中央本線),136.985307,35.243139
神領,137.010006,35.256234
高蔵寺,137.043766,35.26434
定光寺,137.080981,35.278015
古虎渓,137.101011,35.302955
多治見,137.120294,35.334774
土岐市,137.182082,35.359708
瑞浪,137.252017,35.369081
釜戸,137.30501,35.411103
武並,137.35417,35.437938
恵那,137.407764,35.455063
美乃坂本,137.450364,35.479286
中津川,137.502867,35.50036
落合川,137.530034,35.525116
坂下,137.531094,35.574218
田立,137.54893,35.588281
南木曽,137.608672,35.598896
十二兼,137.617569,35.645418
野尻,137.636152,35.673042
大桑(長野),137.664224,35.684477
須原,137.694844,35.69769
倉本,137.714338,35.732939
上松,137.693283,35.784068
木曽福島,137.69343,35.843669
原野,137.741536,35.871245
宮ノ越,137.763794,35.888337
藪原,137.784368,35.930152
奈良井,137.816195,35.969476
木曽平沢,137.832613,35.979108
贄川,137.86091,36.014008
日出塩,137.894804,36.049004
洗馬,137.916842,36.087164
広丘,137.949578,36.148032
村井,137.956007,36.174226
平田(長野),137.962017,36.191161
南松本,137.969505,36.210447
田沢,137.941029,36.301583
明科,137.929967,36.353948
西条(長野),138.012377,36.400353
坂北,138.015754,36.430663
聖高原,138.047603,36.455069
冠着,138.079223,36.457215
姨捨,138.093388,36.502649
稲荷山,138.108061,36.552633
豊橋,137.382128,34.762734
船町,137.374001,34.775809
下地,137.370612,34.780939
小坂井,137.363056,34.797544
牛久保,137.381671,34.808563
豊川(愛知),137.397157,34.822519
三河一宮,137.414549,34.847911
長山,137.431458,34.864449
江島,137.441518,34.868029
東上,137.455236,34.876278
野田城,137.477861,34.889282
新城,137.49304,34.901112
東新町,137.502928,34.906129
茶臼山,137.514424,34.910334
三河東郷,137.527242,34.912224
大海,137.548682,34.930164
鳥居,137.551537,34.920834
長篠城,137.565,34.92599
本長篠,137.576848,34.932664
三河大野,137.602987,34.952038
湯谷温泉,137.613026,34.970516
三河槙原,137.621022,34.988589
柿平,137.644048,34.990587
三河川合,137.663991,35.001722
池場,137.704066,35.024418
東栄,137.713812,35.02901
出馬,137.744276,35.049322
上市場,137.752364,35.050202
浦川,137.763608,35.056355
早瀬,137.775126,35.060521
下川合,137.786422,35.069321
中部天竜,137.802898,35.085283
佐久間,137.809783,35.091877
相月,137.854345,35.114988
城西,137.86198,35.131569
向市場,137.869446,35.154067
水窪,137.870501,35.163371
大嵐,137.818509,35.190466
小和田,137.835971,35.209862
中井侍,137.834912,35.235913
伊那小沢,137.834709,35.25406
鶯巣,137.832595,35.267286
平岡,137.853574,35.273652
為栗,137.848503,35.311687
温田,137.841294,35.336273
田本,137.837922,35.348988
門島,137.814151,35.375306
唐笠,137.810254,35.402338
金野,137.817149,35.419128
千代,137.816754,35.428949
天竜峡,137.81732,35.441114
川路,137.815564,35.452946
時又,137.82776,35.46402
駄科,137.839625,35.4754
毛賀,137.839332,35.487445
伊那八幡,137.84154,35.49683
下山村,137.83959,35.50426
鼎,137.828383,35.506726
切石,137.809098,35.512339
飯田,137.821244,35.519544
桜町(長野),137.829601,35.522147
伊那上郷,137.838984,35.520164
元善光寺,137.861375,35.533843
下市田,137.87641,35.544165
市田,137.886578,35.549325
下平,137.895922,35.572597
山吹,137.903282,35.577758
伊那大島,137.913222,35.595698
上片桐,137.904064,35.617583
伊那田島,137.910338,35.627221
高遠原,137.90055,35.644693
七久保,137.911346,35.654645
伊那本郷,137.93248,35.66543
飯島,137.929004,35.677571
田切,137.933092,35.695613
伊那福岡,137.93398,35.712233
小町屋,137.935207,35.726781
駒ケ根,137.936862,35.736219
大田切,137.940159,35.748162
宮田,137.938897,35.76726
赤木,137.943943,35.777887
沢渡,137.944035,35.803681
下島(飯田線),137.940055,35.812706
伊那市,137.959196,35.838435
伊那北,137.964368,35.84524
田畑,137.97781,35.860791
北殿,137.984059,35.879377
木ノ下,137.988022,35.900892
伊那松島,137.988647,35.913865
沢,137.985477,35.936385
羽場(長野),137.985126,35.953094
伊那新町,137.984056,35.9688
宮木,137.990509,35.976247
米原,136.289992,35.314657
坂田,136.287743,35.335777
田村,136.281813,35.356307
長浜,136.264901,35.378828
虎姫,136.257385,35.424539
河毛,136.249519,35.448425
高月,136.237716,35.470337
木ノ本,136.221706,35.505933
余呉,136.197591,35.53382
近江塩津,136.151236,35.53978
新疋田,136.100558,35.594239
敦賀,136.076488,35.644767
南今庄,136.184723,35.757424
今庄,136.199279,35.772947
湯尾,136.193007,35.803251
南条,136.193391,35.831956
王子保,136.165595,35.866259
武生,136.170913,35.903254
鯖江,136.188852,35.943355
北鯖江,136.198452,35.971496
大土呂,136.216519,36.010546
越前花堂,136.218073,36.038771
福井(福井),136.223516,36.062057
森田,136.222516,36.109381
春江,136.228487,36.129004
丸岡,136.233502,36.162595
芦原温泉,136.235069,36.214542
細呂木,136.256968,36.24125
牛ノ谷,136.281618,36.259409
大聖寺,136.314205,36.300311
加賀温泉,136.350337,36.320562
動橋,136.383027,36.328428
粟津(石川),136.424544,36.35575
小松,136.452926,36.402545
明峰,136.463114,36.425302
能美根上,136.459721,36.452053
小舞子,136.474925,36.476371
美川,136.489205,36.486001
加賀笠間,136.527434,36.502935
松任,136.566205,36.526706
野々市(北陸本線),136.598044,36.541644
西金沢,136.621225,36.553212
金沢,136.648166,36.578117
岐阜,136.756514,35.409532
長森,136.802981,35.402024
那加,136.835466,35.400538
蘇原,136.871434,35.403167
各務ケ原,136.901106,35.403812
鵜沼,136.945122,35.397897
坂祝,136.976868,35.426359
美濃太田,137.019467,35.445617
古井,137.047497,35.457295
中川辺,137.065086,35.487143
下麻生,137.087157,35.514973
上麻生,137.11863,35.541293
白川口,137.184824,35.579345
下油井,137.183137,35.633214
飛騨金山,137.164333,35.662118
焼石,137.200404,35.725763
下呂,137.239778,35.805345
禅昌寺,137.225184,35.848937
飛騨萩原,137.213568,35.874766
上呂,137.204562,35.910717
飛騨宮田,137.235595,35.928443
飛騨小坂,137.257084,35.950749
渚(岐阜),137.287894,36.001416
久々野,137.276778,36.052273
飛騨一ノ宮,137.247588,36.08836
高山,137.251301,36.140574
上枝,137.245789,36.18095
飛騨国府,137.215895,36.211001
飛騨古川,137.189681,36.236727
杉崎,137.168638,36.250003
飛騨細江,137.146029,36.260926
角川,137.113223,36.30016
坂上,137.140979,36.327902
打保,137.181902,36.383737
杉原,137.192102,36.415806
猪谷,137.237975,36.471625
楡原,137.22872,36.529323
笹津,137.211437,36.562129
東八尾,137.174978,36.589645
越中八尾,137.138379,36.591391
千里(富山),137.132396,36.634678
速星,137.160428,36.664135
婦中鵜坂,137.167625,36.676084
西富山,137.177029,36.699331
富山,137.213091,36.701384
高岡,137.015274,36.740948
新高岡,137.010459,36.727004
二塚,137.006141,36.714339
林,136.999379,36.704504
戸出,136.983898,36.684323
油田,136.970372,36.655124
砺波,136.953648,36.636424
東野尻,136.9435,36.618573
高儀,136.936007,36.606697
福野(富山),136.923166,36.588541
東石黒,136.898166,36.57605
福光,136.878135,36.558121
越中山田,136.887522,36.538513
城端,136.901673,36.522012
越中中川,137.027851,36.749764
能町,137.039885,36.768259
伏木,137.05853,36.792306
越中国分,137.050729,36.805361
雨晴,137.037583,36.816484
島尾,137.01269,36.828423
氷見,136.990631,36.849899
津幡,136.730759,36.657895
中津幡,136.740279,36.67156
本津幡,136.732202,36.676673
能瀬,136.719898,36.693152
宇野気,136.70306,36.722795
横山(石川),136.71685,36.747739
高松(石川),136.728823,36.768541
免田,136.747581,36.795806
宝達,136.762229,36.819875
敷浪,136.773455,36.848094
南羽咋,136.774631,36.870324
羽咋,136.783332,36.897073
千路,136.801195,36.928139
金丸,136.835874,36.943344
能登部,136.869403,36.960867
良川,136.894628,36.976662
能登二宮,136.917389,36.984824
徳田(石川),136.930295,37.007449
七尾,136.964501,37.041613
和倉温泉,136.925884,37.074663
六条,136.239594,36.028175
足羽,136.253607,36.020821
越前東郷,136.273561,36.018185
一乗谷,136.2974,36.013679
越前高田,136.318669,36.024759
市波,136.330463,36.019813
小和清水,136.351085,36.01732
美山,136.365082,35.998567
越前薬師,136.384336,36.005283
越前大宮,136.409694,36.000064
計石,136.434767,35.997589
牛ケ原,136.467349,35.998567
北大野,136.48795,35.997992
越前大野,136.496877,35.983294
越前田野,136.526884,35.987048
越前富田,136.541233,35.9909
下唯野,136.56027,35.974208
柿ケ島,136.570938,35.97243
勝原,136.597151,35.967512
越前下山,136.634832,35.920356
九頭竜湖,136.66146,35.90449
東舞鶴,135.394788,35.468601
松尾寺,135.450133,35.486018
青郷,135.4998,35.481584
三松,135.520561,35.488767
若狭高浜,135.547588,35.486423
若狭和田,135.581564,35.488664
若狭本郷,135.618834,35.482616
加斗,135.666145,35.480672
勢浜,135.708039,35.481192
小浜,135.745672,35.491643
東小浜,135.781053,35.485234
新平野,135.807198,35.473069
上中,135.855728,35.463638
若狭有田,135.868377,35.485536
大鳥羽,135.866872,35.504839
十村,135.896591,35.51595
藤井,135.906274,35.532198
三方,135.909259,35.555282
気山,135.909531,35.584887
美浜,135.936496,35.605138
東美浜,135.985614,35.614039
粟野,136.027225,35.617234
西敦賀,136.067787,35.617975
函南,138.970984,35.108773
三島,138.911133,35.126253
沼津,138.860104,35.103011
片浜,138.818937,35.11825
原(静岡),138.793387,35.124915
東田子の浦,138.745441,35.136255
吉原,138.702768,35.143845
富士川,138.618571,35.141119
新蒲原,138.608117,35.119599
蒲原,138.582752,35.114005
由比,138.552756,35.097108
興津,138.521865,35.052539
清水(静岡),138.488958,35.023248
草薙,138.442025,35.002854
東静岡,138.413118,34.985256
静岡,138.388579,34.971629
安倍川,138.364029,34.940961
用宗,138.36006,34.922512
焼津,138.318457,34.872261
西焼津,138.28552,34.859824
藤枝,138.252748,34.849511
六合,138.203502,34.836436
島田(静岡),138.173436,34.830159
金谷,138.125578,34.819049
菊川(静岡),138.085648,34.76176
掛川,138.014937,34.769463
愛野(静岡),137.961663,34.752257
袋井,137.92596,34.741377
御厨(静岡),137.885,34.7183
磐田,137.852244,34.710132
豊田町,137.82013,34.7121
天竜川,137.77923,34.716994
浜松,137.734759,34.703866
高塚,137.681303,34.690425
舞阪,137.626422,34.685701
弁天島,137.603058,34.690125
新居町,137.568953,34.694276
鷲津,137.546116,34.716819
新所原,137.484399,34.723205
二川,137.438966,34.725809
西小坂井,137.352499,34.79708
愛知御津,137.316492,34.812624
三河大塚,137.28287,34.815744
三河三谷,137.247795,34.818546
蒲郡,137.226459,34.823078
三河塩津,137.201261,34.825295
三ケ根,137.176348,34.836449
幸田,137.16447,34.859926
相見,137.160389,34.886833
岡崎,137.157243,34.925417
西岡崎,137.123187,34.946572
安城,137.08716,34.959986
三河安城,137.060918,34.96968
東刈谷,137.043525,34.97741
野田新町,137.026355,34.984212
刈谷,137.008878,34.991156
逢妻,136.990544,34.998215
大府,136.961727,35.008665
共和,136.954599,35.035245
南大高,136.948244,35.055403
大高,136.940242,35.069244
笠寺,136.926321,35.095113
熱田,136.910502,35.130028
尾頭橋,136.89102,35.146981
枇杷島,136.861816,35.198681
清洲,136.834529,35.225406
稲沢,136.820942,35.252994
尾張一宮,136.797567,35.301765
木曽川,136.780726,35.349319
西岐阜,136.72341,35.404664
穂積,136.693834,35.396345
大垣,136.618288,35.367096
荒尾(岐阜),136.583276,35.373454
美濃赤坂,136.582129,35.386677
垂井,136.531246,35.369587
関ケ原,136.470451,35.363726
柏原(滋賀),136.402767,35.344593
近江長岡,136.373775,35.359307
醒ケ井,136.345135,35.327664
来宮,139.065575,35.098723
伊豆多賀,139.066847,35.059411
網代,139.081245,35.043545
宇佐美,139.079778,35.005602
伊東,139.092125,34.9747
下曽我,139.183395,35.303554
上大井,139.163508,35.321883
相模金子,139.150753,35.33364
松田,139.137417,35.346843
東山北,139.10765,35.357637
山北,139.080212,35.360808
谷峨,139.038234,35.366561
駿河小山,138.997689,35.359113
足柄(静岡),138.981687,35.332233
御殿場,138.93424,35.299933
南御殿場,138.925789,35.277269
富士岡,138.920504,35.257299
岩波,138.919296,35.21498
裾野,138.909293,35.171372
長泉なめり,138.899364,35.147633
下土狩,138.895126,35.128379
大岡(静岡),138.881988,35.116158
尾張森岡,136.970279,34.993826
緒川,136.971899,34.981372
石浜,136.972932,34.967813
東浦,136.970725,34.949574
亀崎,136.961058,34.918986
乙川,136.941344,34.903306
半田,136.930462,34.894167
東成岩,136.923416,34.874279
武豊,136.921244,34.853507
小泉,137.100421,35.349055
根本,137.090008,35.361548
姫,137.072078,35.382004
下切,137.063734,35.393777
可児,137.055345,35.422832
美濃川合,137.045309,35.444138
八田,136.852258,35.148973
春田,136.813512,35.14318
蟹江,136.793908,35.142071
永和,136.764325,35.13285
弥富,136.725664,35.114026
長島,136.695751,35.098196
桑名,136.683832,35.06747
朝日,136.65803,35.033782
富田(三重),136.653143,35.008124
富田浜,136.65004,34.996553
四日市,136.630168,34.962721
南四日市,136.609662,34.941514
河原田,136.598527,34.910684
河曲,136.568018,34.897878
加佐登,136.529907,34.890307
井田川,136.492658,34.868319
亀山(三重),136.450451,34.850103
関(三重),136.394777,34.849064
加太(三重),136.340305,34.842639
柘植,136.255704,34.846993
新堂,136.206507,34.821168
佐那具,136.163171,34.804193
伊賀上野,136.122907,34.789143
島ケ原,136.054184,34.767686
月ケ瀬口,136.023703,34.762813
大河原(京都),135.987635,34.77175
笠置,135.934289,34.759086
加茂(京都),135.869609,34.752575
下庄,136.479628,34.81423
一身田,136.49938,34.76278
津,136.510486,34.73422
阿漕,136.50434,34.703554
高茶屋,136.51256,34.667277
六軒(三重),136.507574,34.617494
松阪,136.535801,34.577053
徳和,136.553519,34.554016
多気,136.572777,34.516318
相可,136.545538,34.502725
佐奈,136.538986,34.478469
栃原,136.509286,34.444625
川添,136.473218,34.419739
三瀬谷,136.409183,34.394823
滝原,136.411976,34.360105
阿曽,136.411082,34.331342
伊勢柏崎,136.395394,34.299779
大内山,136.359284,34.278152
梅ケ谷,136.356555,34.258098
紀伊長島,136.339968,34.20937
三野瀬,136.282519,34.167771
船津(紀伊本線),136.228763,34.142214
相賀,136.227099,34.111943
尾鷲,136.190168,34.074304
大曽根浦,136.222934,34.061901
九鬼,136.242703,34.016026
三木里,136.202518,34.001454
賀田,136.189747,33.971643
二木島,136.180882,33.939424
新鹿,136.144215,33.927886
波田須,136.138139,33.910091
大泊,136.11806,33.902242
熊野市,136.098745,33.889656
有井,136.085585,33.876213
神志山,136.062154,33.839881
紀伊市木,136.055371,33.827932
阿田和,136.042416,33.804806
紀伊井田,136.023846,33.759801
鵜殿,136.015364,33.736595
新宮,135.994099,33.725119
